date,JP_trade_balance,Nikkei225,DXY,USDJPY,JP_10Y_yield,JP_CPI,US_interest_rate,BLK,BEN,FSI,AB,BRK-B,HTHIY,NTDOY
2005-12-13,7627.0,15778.86,90.38,120.06,1.5414,95.1,4.16,71.49,18.65,2.68,14.23,59.4,66.02,2.99
2005-12-14,7627.0,15464.58,89.83,117.1,1.5414,95.1,4.16,72.28,18.68,2.69,14.11,59.14,66.03,3.0
2005-12-15,7627.0,15254.44,90.02,116.6,1.5414,95.1,4.16,72.68,18.69,2.69,13.98,59.04,65.15,2.94
2005-12-16,7627.0,15173.07,89.7,115.76,1.5414,95.1,4.16,72.2,18.59,2.68,13.96,59.48,65.95,2.94
2005-12-19,7627.0,15391.48,89.87,116.05,1.5414,95.1,4.16,71.28,18.29,2.7,13.99,59.08,65.64,2.95
2005-12-20,7627.0,15641.26,90.78,116.9,1.5414,95.1,4.16,70.28,18.35,2.87,13.83,58.95,65.31,2.89
2005-12-21,7627.0,15957.57,90.94,117.44,1.5414,95.1,4.16,68.73,18.39,2.75,13.8,59.06,65.73,2.88
2005-12-22,7627.0,15941.37,90.72,116.68,1.5414,95.1,4.16,69.6,18.41,2.74,13.89,58.88,66.99,2.92
2005-12-27,7627.0,15969.4,91.19,117.07,1.5414,95.1,4.16,69.53,18.14,2.71,13.95,58.88,65.19,2.92
2005-12-28,7627.0,16194.61,91.26,117.34,1.5414,95.1,4.16,69.19,18.23,2.78,13.99,58.71,65.88,2.96
2005-12-29,7627.0,16344.2,91.1,117.78,1.5414,95.1,4.16,69.04,18.13,2.59,13.93,58.98,65.86,2.97
2006-01-04,-3416.0604,16361.54,89.14,116.35,1.473,95.2,4.29,69.95,18.42,2.83,14.07,59.34,67.82,3.09
2006-01-05,-3416.0604,16425.37,89.33,115.93,1.473,95.2,4.29,69.19,18.21,2.78,14.0,59.2,70.35,3.22
2006-01-06,-3416.0604,16428.21,88.85,114.58,1.473,95.2,4.29,70.74,18.39,2.74,14.3,59.4,72.57,3.25
2006-01-10,-3416.0604,16124.35,89.33,114.47,1.473,95.2,4.29,71.86,18.77,2.65,14.66,59.4,71.86,3.34
2006-01-11,-3416.0604,16363.59,88.99,114.24,1.473,95.2,4.29,70.81,19.11,2.69,14.8,59.28,72.45,3.31
2006-01-12,-3416.0604,16445.19,89.44,114.13,1.473,95.2,4.29,71.75,18.94,2.33,15.2,58.9,72.41,3.36
2006-01-13,-3416.0604,16454.95,88.89,114.36,1.473,95.2,4.29,72.17,18.81,2.57,15.15,59.04,71.63,3.41
2006-01-17,-3416.0604,15805.95,89.3,115.86,1.473,95.2,4.29,71.62,18.59,2.55,15.15,58.86,69.64,3.33
2006-01-18,-3416.0604,15341.18,89.26,115.23,1.473,95.2,4.29,71.05,18.46,2.56,15.04,59.28,68.17,3.26
2006-01-19,-3416.0604,15696.28,89.39,115.05,1.473,95.2,4.29,76.46,18.78,2.6,15.15,59.27,69.59,3.27
2006-01-20,-3416.0604,15696.69,88.95,115.38,1.473,95.2,4.29,81.37,18.61,2.56,14.83,58.84,67.51,3.43
2006-01-23,-3416.0604,15360.65,87.95,114.63,1.473,95.2,4.29,82.12,18.67,2.41,14.83,58.79,68.42,3.51
2006-01-24,-3416.0604,15648.89,88.06,114.66,1.473,95.2,4.29,82.62,18.79,2.46,15.14,58.96,68.46,3.52
2006-01-25,-3416.0604,15651.0,88.33,115.67,1.473,95.2,4.29,82.96,18.67,2.37,15.2,59.3,67.96,3.45
2006-02-03,7717.3641,16659.64,89.89,119.17,1.5683,94.9,4.49,83.07,18.43,2.24,14.99,57.84,66.15,3.38
2006-02-06,7717.3641,16747.76,90.29,118.83,1.5683,94.9,4.49,83.64,18.59,2.23,15.06,57.7,66.41,3.29
2006-02-07,7717.3641,16720.99,90.24,118.05,1.5683,94.9,4.49,83.41,18.15,2.23,14.88,57.53,66.99,3.4
2006-02-08,7717.3641,16272.68,90.43,118.62,1.5683,94.9,4.49,84.0,18.27,2.22,15.09,57.84,67.19,3.44
2006-02-09,7717.3641,16439.67,90.29,118.58,1.5683,94.9,4.49,86.05,18.07,2.15,15.31,57.82,66.92,3.37
2006-02-10,7717.3641,16257.83,90.55,117.65,1.5683,94.9,4.49,84.26,18.16,2.22,15.39,57.92,67.58,3.45
2006-02-13,7717.3641,15877.66,90.54,117.78,1.5683,94.9,4.49,90.97,18.25,2.06,15.53,58.34,66.56,3.39
2006-02-14,7717.3641,16184.87,90.54,117.43,1.5683,94.9,4.49,93.51,18.55,2.02,15.59,58.54,67.77,3.39
2006-02-15,7717.3641,15932.83,90.72,117.47,1.5683,94.9,4.49,96.9,18.91,2.14,15.7,58.3,67.05,3.31
2006-02-16,7717.3641,16043.67,90.73,117.86,1.5683,94.9,4.49,96.68,19.06,2.56,15.78,58.1,67.45,3.43
2006-02-17,7717.3641,15713.45,90.64,118.44,1.5683,94.9,4.49,93.91,18.91,2.39,16.07,58.0,65.81,3.48
2006-02-21,7717.3641,15894.94,90.55,118.95,1.5683,94.9,4.49,93.07,18.8,2.28,16.1,57.68,65.18,3.61
2006-02-22,7717.3641,15781.78,90.67,118.59,1.5683,94.9,4.49,92.53,19.21,2.29,16.28,57.64,65.49,3.62
2006-02-23,7717.3641,16096.1,90.39,117.15,1.5683,94.9,4.49,90.85,19.37,2.38,16.3,57.62,66.61,3.74
2006-02-24,7717.3641,16101.91,90.61,116.91,1.5683,94.9,4.49,91.94,19.58,2.42,16.22,57.58,66.55,3.7
2006-02-27,7717.3641,16192.95,90.63,116.03,1.5683,94.9,4.49,91.94,19.86,2.47,16.65,57.94,68.48,3.74
2006-03-01,8005.6774,15964.46,90.22,115.98,1.7013,95.1,4.59,91.37,19.83,2.29,16.33,57.83,68.29,3.76
2006-03-02,8005.6774,15909.76,89.56,116.15,1.7013,95.1,4.59,91.3,19.84,2.28,16.07,57.86,67.19,3.52
2006-03-03,8005.6774,15663.34,89.66,116.52,1.7013,95.1,4.59,90.83,19.78,2.31,15.9,58.23,67.49,3.49
2006-03-06,8005.6774,15901.16,89.89,117.52,1.7013,95.1,4.59,88.37,19.43,2.38,16.02,58.77,66.6,3.56
2006-03-07,8005.6774,15726.02,90.77,117.77,1.7013,95.1,4.59,87.61,19.21,2.39,15.84,58.8,65.69,3.53
2006-03-08,8005.6774,15627.49,90.62,117.85,1.7013,95.1,4.59,85.92,19.0,2.39,15.97,59.16,64.91,3.5
2006-03-09,8005.6774,16036.91,90.75,117.61,1.7013,95.1,4.59,84.85,18.67,2.42,15.74,59.63,65.88,3.63
2006-03-10,8005.6774,16115.63,90.85,119.07,1.7013,95.1,4.59,84.98,18.66,2.51,16.05,59.9,66.89,3.54
2006-03-14,8005.6774,16238.36,90.0,117.51,1.7013,95.1,4.59,88.39,19.13,2.51,16.17,59.62,67.05,3.59
2006-03-15,8005.6774,16319.04,89.7,117.53,1.7013,95.1,4.59,89.2,19.4,2.42,16.45,59.46,66.96,3.52
2006-03-16,8005.6774,16096.21,89.07,117.13,1.7013,95.1,4.59,89.95,19.6,2.51,16.46,59.5,66.52,3.53
2006-03-17,8005.6774,16339.73,88.92,116.14,1.7013,95.1,4.59,90.26,19.47,2.52,16.24,59.22,67.81,3.65
2006-03-20,8005.6774,16624.8,89.13,116.27,1.7013,95.1,4.59,89.95,19.49,2.49,16.24,59.7,68.55,3.65
2006-03-22,8005.6774,16495.48,89.72,116.82,1.7013,95.1,4.59,89.76,19.12,2.6,16.27,60.0,68.11,3.58
2006-03-23,8005.6774,16489.37,90.46,117.66,1.7013,95.1,4.59,89.25,18.82,2.92,16.27,59.92,67.06,3.54
2006-03-24,8005.6774,16560.87,90.07,117.72,1.7013,95.1,4.59,89.61,18.69,2.92,16.18,60.18,67.76,3.56
2006-03-27,8005.6774,16650.1,90.07,116.62,1.7013,95.1,4.59,89.7,18.7,3.14,16.12,59.9,67.53,3.62
2006-03-28,8005.6774,16690.24,90.25,116.94,1.7013,95.1,4.59,88.74,17.99,3.18,16.11,59.88,65.98,3.6
2006-03-29,8005.6774,16938.41,90.25,118.11,1.7013,95.1,4.59,89.77,18.32,3.18,16.31,59.89,67.97,3.59
2006-03-30,8005.6774,17045.34,89.39,117.29,1.7013,95.1,4.59,89.8,18.14,3.12,16.56,59.84,68.82,3.67
2006-03-31,8005.6774,17059.66,89.73,117.97,1.7013,95.1,4.59,89.96,18.11,2.98,16.66,60.24,69.33,3.7
2006-04-03,5214.4702,17333.31,89.63,117.96,1.9135,95.3,4.79,91.41,18.2,3.09,16.81,60.24,70.36,3.72
2006-04-04,5214.4702,17292.91,88.83,117.46,1.9135,95.3,4.79,93.24,18.49,3.27,16.99,60.02,70.1,3.73
2006-04-06,5214.4702,17489.33,88.96,117.67,1.9135,95.3,4.79,94.88,18.42,3.09,17.23,59.8,73.0,3.62
2006-04-07,5214.4702,17563.37,89.63,118.09,1.9135,95.3,4.79,94.82,18.25,3.05,17.1,59.44,72.36,3.7
2006-04-10,5214.4702,17456.58,89.72,118.4,1.9135,95.3,4.79,95.09,18.4,3.14,17.12,58.99,72.16,3.67
2006-04-11,5214.4702,17418.13,89.44,118.6,1.9135,95.3,4.79,91.51,18.07,3.25,17.06,58.4,71.32,3.66
2006-04-12,5214.4702,17162.55,89.62,118.36,1.9135,95.3,4.79,93.1,18.08,3.27,17.56,58.0,70.54,3.59
2006-04-17,5214.4702,17000.36,88.64,117.59,1.9135,95.3,4.79,92.0,18.15,3.85,17.51,57.36,70.19,3.61
2006-04-18,5214.4702,17232.86,88.24,117.62,1.9135,95.3,4.79,94.78,18.7,3.81,17.6,57.0,72.19,3.67
2006-04-19,5214.4702,17350.12,87.79,117.79,1.9135,95.3,4.79,100.44,18.74,3.57,17.91,57.42,72.74,3.65
2006-04-20,5214.4702,17317.53,88.25,117.55,1.9135,95.3,4.79,97.67,18.68,3.54,17.99,57.4,72.7,3.67
2006-04-21,5214.4702,17403.96,88.05,116.9,1.9135,95.3,4.79,96.9,18.61,3.58,17.61,57.62,73.15,3.71
2006-04-24,5214.4702,16914.4,87.45,114.95,1.9135,95.3,4.79,95.19,18.51,3.41,17.72,57.46,71.56,3.67
2006-04-25,5214.4702,16970.29,87.32,114.8,1.9135,95.3,4.79,94.93,18.45,3.53,17.54,57.65,71.86,3.63
2006-04-26,5214.4702,17055.93,87.22,114.87,1.9135,95.3,4.79,98.25,18.77,3.64,17.8,58.7,72.5,3.68
2006-04-27,5214.4702,17114.54,86.63,114.0,1.9135,95.3,4.79,98.62,17.9,3.6,17.17,58.28,73.6,3.62
2006-04-28,5214.4702,16906.23,86.11,114.11,1.9135,95.3,4.79,97.37,17.89,3.62,16.2,59.04,72.85,3.73
2006-05-02,3192.5963,17153.77,85.79,113.21,1.9139,95.6,4.94,93.17,17.12,3.45,16.37,59.2,73.26,3.83
2006-05-08,3192.5963,17291.67,85.23,111.5,1.9139,95.6,4.94,91.56,17.69,3.37,17.75,59.08,74.58,3.99
2006-05-09,3192.5963,17190.91,84.83,111.13,1.9139,95.6,4.94,91.23,17.93,3.16,17.76,59.7,74.6,4.04
2006-05-10,3192.5963,16951.93,84.5,110.58,1.9139,95.6,4.94,91.32,18.02,3.22,17.38,59.62,73.93,4.08
2006-05-11,3192.5963,16862.14,84.27,110.67,1.9139,95.6,4.94,90.56,17.55,3.18,16.88,59.74,72.0,4.14
2006-05-12,3192.5963,16601.78,83.96,110.46,1.9139,95.6,4.94,89.89,17.16,3.27,16.69,59.6,70.71,4.18
2006-05-15,3192.5963,16486.91,84.54,110.25,1.9139,95.6,4.94,89.0,17.05,3.27,16.55,59.88,71.51,4.37
2006-05-16,3192.5963,16158.42,84.17,110.08,1.9139,95.6,4.94,89.61,17.1,3.09,16.88,60.18,70.61,4.24
2006-05-17,3192.5963,16307.67,84.85,109.79,1.9139,95.6,4.94,87.33,16.85,2.87,16.42,60.5,67.53,4.33
2006-05-18,3192.5963,16087.18,84.51,110.6,1.9139,95.6,4.94,84.7,16.66,2.69,16.07,61.4,67.59,4.36
2006-05-19,3192.5963,16155.45,84.88,112.15,1.9139,95.6,4.94,85.11,17.05,2.51,16.37,61.18,68.24,4.41
2006-05-22,3192.5963,15857.87,84.35,112.09,1.9139,95.6,4.94,84.0,16.82,2.68,16.41,61.81,67.3,4.2
2006-05-23,3192.5963,15599.2,84.35,111.3,1.9139,95.6,4.94,85.3,16.86,2.69,16.12,60.78,67.46,4.1
2006-05-24,3192.5963,15907.2,84.95,112.65,1.9139,95.6,4.94,87.07,16.69,2.64,15.94,61.68,66.76,4.13
2006-05-25,3192.5963,15693.75,84.65,111.98,1.9139,95.6,4.94,87.7,17.05,2.56,16.34,61.34,67.09,4.01
2006-05-26,3192.5963,15970.76,85.26,112.62,1.9139,95.6,4.94,88.22,17.37,2.48,16.54,61.34,68.13,4.22
2006-05-30,3192.5963,15859.45,84.28,111.9,1.9139,95.6,4.94,85.38,16.85,2.6,16.28,61.27,66.42,4.25
2006-06-01,6982.551,15503.74,84.79,112.42,1.8689,95.6,4.99,85.78,17.42,3.0,16.54,61.3,67.21,4.23
2006-06-02,6982.551,15789.31,84.05,111.42,1.8689,95.6,4.99,87.42,17.42,3.18,16.62,61.12,67.96,4.29
2006-06-05,6982.551,15668.31,84.14,111.8,1.8689,95.6,4.99,87.33,16.93,2.96,16.31,61.17,66.87,4.2
2006-06-06,6982.551,15384.86,84.73,113.49,1.8689,95.6,4.99,85.39,16.82,2.96,16.22,60.96,65.69,4.08
2006-06-07,6982.551,15096.01,84.99,113.65,1.8689,95.6,4.99,85.09,16.95,2.83,16.03,60.4,65.05,4.07
2006-06-08,6982.551,14633.03,85.91,114.28,1.8689,95.6,4.99,85.31,16.83,2.69,15.97,60.16,62.95,4.07
2006-06-09,6982.551,14750.84,85.72,113.84,1.8689,95.6,4.99,85.54,16.71,2.66,15.98,60.44,62.31,4.08
2006-06-12,6982.551,14833.01,85.85,114.41,1.8689,95.6,4.99,82.75,16.11,2.7,15.56,60.46,62.46,3.96
2006-06-13,6982.551,14218.6,86.43,115.24,1.8689,95.6,4.99,79.66,15.74,2.54,14.98,60.29,60.78,3.99
2006-06-14,6982.551,14309.56,86.14,114.85,1.8689,95.6,4.99,78.96,15.61,2.6,14.67,60.1,62.01,4.04
2006-06-15,6982.551,14470.76,86.02,114.85,1.8689,95.6,4.99,82.72,16.33,2.62,15.3,61.2,63.88,4.12
2006-06-16,6982.551,14879.34,85.92,114.97,1.8689,95.6,4.99,82.48,16.34,2.47,15.23,61.12,63.27,4.24
2006-06-19,6982.551,14860.35,86.31,115.5,1.8689,95.6,4.99,81.98,16.23,2.56,15.04,61.76,62.74,4.23
2006-06-20,6982.551,14648.41,86.18,114.92,1.8689,95.6,4.99,82.02,16.41,2.5,14.96,61.6,62.56,4.19
2006-06-21,6982.551,14644.26,85.78,114.95,1.8689,95.6,4.99,84.59,16.69,2.45,15.04,61.68,63.1,4.05
2006-06-22,6982.551,15135.69,86.39,115.77,1.8689,95.6,4.99,84.8,16.72,2.47,14.99,61.32,62.32,4.1
2006-06-23,6982.551,15124.04,86.82,116.22,1.8689,95.6,4.99,85.11,16.65,2.45,14.87,61.42,62.26,4.1
2006-06-26,6982.551,15152.4,86.49,116.35,1.8689,95.6,4.99,86.47,16.46,2.48,14.78,60.86,62.22,4.12
2006-06-27,6982.551,15171.81,86.47,116.19,1.8689,95.6,4.99,85.96,16.03,2.47,14.46,60.86,61.01,4.06
2006-06-28,6982.551,14886.11,86.63,116.27,1.8689,95.6,4.99,86.2,16.09,2.44,14.76,61.46,62.09,4.06
2006-06-29,6982.551,15121.15,85.87,116.13,1.8689,95.6,4.99,88.3,16.63,2.4,15.38,61.3,64.8,4.27
2006-06-30,6982.551,15505.18,85.22,114.31,1.8689,95.6,4.99,89.7,16.7,2.2,15.56,60.86,64.69,4.17
2006-07-03,7357.964,15571.62,85.18,114.74,1.9074,95.3,5.24,90.64,16.78,2.32,15.57,61.0,65.43,4.2
2006-07-05,7357.964,15523.94,85.6,115.69,1.9074,95.3,5.24,89.61,16.24,2.51,15.5,59.8,64.32,4.22
2006-07-06,7357.964,15321.4,85.35,115.14,1.9074,95.3,5.24,90.55,16.24,2.56,15.52,60.13,65.4,4.42
2006-07-07,7357.964,15307.61,84.98,113.98,1.9074,95.3,5.24,89.49,15.87,2.6,15.46,60.1,64.89,4.41
2006-07-10,7357.964,15552.81,85.5,114.09,1.9074,95.3,5.24,89.73,16.05,2.69,15.5,60.68,65.56,4.53
2006-07-11,7357.964,15473.82,85.36,114.27,1.9074,95.3,5.24,90.56,16.11,2.56,15.12,60.58,65.36,4.54
2006-07-12,7357.964,15249.32,85.91,115.58,1.9074,95.3,5.24,89.95,16.27,2.59,14.87,60.29,61.68,4.39
2006-07-13,7357.964,15097.95,85.79,115.24,1.9074,95.3,5.24,87.55,16.1,2.47,14.5,59.98,59.95,4.42
2006-07-14,7357.964,14845.24,86.09,116.31,1.9074,95.3,5.24,85.71,15.98,2.45,14.63,59.9,59.05,4.24
2006-07-18,7357.964,14437.24,87.01,117.34,1.9074,95.3,5.24,82.48,16.03,2.45,14.95,60.26,58.65,4.24
2006-07-19,7357.964,14500.26,86.46,117.08,1.9074,95.3,5.24,84.38,16.56,2.44,15.48,60.6,59.52,4.34
2006-07-20,7357.964,14946.84,86.22,116.74,1.9074,95.3,5.24,82.96,16.43,2.33,15.35,60.54,58.61,4.23
2006-07-21,7357.964,14821.26,85.93,116.15,1.9074,95.3,5.24,81.36,16.25,2.32,15.32,60.13,59.43,4.34
2006-07-24,7357.964,14794.5,86.34,116.7,1.9074,95.3,5.24,83.15,16.49,2.24,15.58,60.6,60.72,4.84
2006-07-25,7357.964,15005.24,86.64,116.88,1.9074,95.3,5.24,84.35,16.43,2.32,15.26,60.5,60.52,4.58
2006-07-26,7357.964,14884.07,85.93,116.85,1.9074,95.3,5.24,82.54,16.23,2.41,15.37,60.7,60.6,4.57
2006-07-27,7357.964,15179.78,85.87,115.5,1.9074,95.3,5.24,82.86,16.78,2.6,16.31,60.9,61.0,4.52
2006-07-28,7357.964,15342.87,85.44,114.76,1.9074,95.3,5.24,83.79,17.51,2.69,17.02,60.86,62.32,4.62
2006-07-31,7357.964,15456.81,85.3,114.45,1.9074,95.3,5.24,83.25,17.59,2.61,16.54,60.94,62.17,4.68
2006-08-01,1654.867,15440.91,85.05,115.17,1.8121,96.0,5.25,82.03,17.42,2.59,16.55,60.91,60.76,4.63
2006-08-02,1654.867,15464.29,85.05,114.56,1.8121,96.0,5.25,81.99,17.63,2.57,16.92,60.82,59.77,4.74
2006-08-03,1654.867,15470.37,85.02,115.07,1.8121,96.0,5.25,82.7,17.66,2.57,17.03,60.84,60.12,4.72
2006-08-04,1654.867,15499.18,84.57,114.22,1.8121,96.0,5.25,81.96,17.92,2.52,17.15,61.0,60.35,4.75
2006-08-07,1654.867,15154.06,84.75,114.97,1.8121,96.0,5.25,81.63,17.78,2.53,17.04,61.7,58.93,4.7
2006-08-08,1654.867,15464.66,84.66,115.07,1.8121,96.0,5.25,80.85,17.62,2.51,16.77,61.9,59.28,4.63
2006-08-09,1654.867,15656.59,84.71,115.17,1.8121,96.0,5.25,80.0,17.72,2.56,16.83,61.9,59.23,4.56
2006-08-10,1654.867,15630.91,85.08,115.45,1.8121,96.0,5.25,81.15,17.88,2.61,16.94,62.06,59.48,4.57
2006-08-11,1654.867,15565.02,85.52,116.06,1.8121,96.0,5.25,80.8,17.73,2.65,17.15,62.04,58.56,4.66
2006-08-14,1654.867,15857.11,85.64,116.44,1.8121,96.0,5.25,79.82,17.85,2.73,17.41,61.6,59.55,4.76
2006-08-15,1654.867,15816.19,85.22,115.99,1.8121,96.0,5.25,82.07,18.42,2.74,17.66,61.56,60.85,4.94
2006-08-16,1654.867,16071.36,84.88,115.79,1.8121,96.0,5.25,83.62,18.67,2.78,17.9,62.9,62.55,4.89
2006-08-17,1654.867,16020.84,85.04,115.54,1.8121,96.0,5.25,85.22,18.88,2.78,17.83,62.8,63.6,4.83
2006-08-18,1654.867,16105.98,85.09,115.75,1.8121,96.0,5.25,85.76,19.02,2.74,17.83,63.58,63.0,4.8
2006-08-21,1654.867,15969.04,84.63,115.83,1.8121,96.0,5.25,84.82,18.68,2.74,17.67,63.84,62.17,4.79
2006-08-22,1654.867,16181.17,85.18,116.46,1.8121,96.0,5.25,85.37,18.7,2.78,17.38,63.62,62.67,4.78
2006-08-23,1654.867,16163.03,85.13,116.55,1.8121,96.0,5.25,85.4,18.86,2.69,17.13,63.46,61.77,4.79
2006-08-24,1654.867,15960.62,85.28,116.34,1.8121,96.0,5.25,83.8,18.81,2.69,17.02,64.16,61.85,4.96
2006-08-25,1654.867,15938.66,85.38,117.29,1.8121,96.0,5.25,82.76,18.69,2.83,16.92,64.04,61.76,4.88
2006-08-28,1654.867,15762.59,85.23,117.17,1.8121,96.0,5.25,83.63,18.76,2.74,17.01,63.93,62.02,4.97
2006-08-29,1654.867,15890.56,84.91,116.9,1.8121,96.0,5.25,81.96,18.74,2.7,16.94,64.09,61.94,5.06
2006-08-30,1654.867,15872.02,84.97,117.05,1.8121,96.0,5.25,83.66,18.79,2.83,17.15,63.94,61.84,5.08
2006-08-31,1654.867,16140.76,85.05,117.25,1.8121,96.0,5.25,84.16,18.93,2.78,17.2,64.07,62.01,5.12
2006-09-01,8604.1155,16134.25,84.94,117.32,1.6772,96.0,5.25,86.12,18.85,2.79,17.25,63.9,62.02,5.25
2006-09-05,8604.1155,16385.96,85.0,116.12,1.6772,96.0,5.25,86.08,18.95,2.8,17.02,64.26,63.36,5.29
2006-09-06,8604.1155,16284.09,85.1,116.66,1.6772,96.0,5.25,86.16,18.99,2.87,17.2,64.0,61.8,5.11
2006-09-07,8604.1155,16012.41,85.53,116.43,1.6772,96.0,5.25,85.43,18.93,2.83,17.19,64.01,60.69,4.96
2006-09-08,8604.1155,16080.46,85.95,116.77,1.6772,96.0,5.25,86.01,19.1,2.88,17.25,64.14,60.89,4.95
2006-09-11,8604.1155,15794.38,85.92,117.74,1.6772,96.0,5.25,85.3,19.33,2.91,17.21,64.12,59.95,4.97
2006-09-12,8604.1155,15719.34,85.92,117.76,1.6772,96.0,5.25,87.44,19.92,2.82,17.36,64.2,60.07,4.96
2006-09-13,8604.1155,15750.05,85.87,117.66,1.6772,96.0,5.25,93.05,20.04,2.87,17.96,64.4,59.63,4.9
2006-09-14,8604.1155,15942.39,85.66,117.39,1.6772,96.0,5.25,94.35,20.03,2.83,17.98,64.5,59.37,4.92
2006-09-15,8604.1155,15866.93,85.99,117.66,1.6772,96.0,5.25,95.7,20.16,2.89,18.28,64.3,57.51,4.73
2006-09-19,8604.1155,15874.28,85.94,117.16,1.6772,96.0,5.25,93.87,20.06,2.87,17.24,62.8,56.17,4.82
2006-09-20,8604.1155,15718.67,85.81,117.29,1.6772,96.0,5.25,93.81,20.35,2.79,17.4,63.28,55.87,4.86
2006-09-21,8604.1155,15834.23,85.18,116.76,1.6772,96.0,5.25,93.42,20.14,2.74,17.45,62.78,54.87,4.8
2006-09-22,8604.1155,15634.67,85.2,116.38,1.6772,96.0,5.25,93.38,19.94,2.83,17.51,62.39,54.9,4.87
2006-09-25,8604.1155,15633.81,85.29,116.53,1.6772,96.0,5.25,94.99,20.32,2.87,17.78,62.46,56.14,4.9
2006-09-26,8604.1155,15557.45,85.63,117.05,1.6772,96.0,5.25,96.31,20.22,2.87,17.93,63.08,56.54,5.0
2006-09-27,8604.1155,15947.87,85.66,117.37,1.6772,96.0,5.25,96.55,20.14,2.87,18.05,63.39,57.07,5.12
2006-09-28,8604.1155,16024.85,85.72,117.86,1.6772,96.0,5.25,96.93,20.29,2.87,17.81,63.24,57.73,5.18
2006-09-29,8604.1155,16127.58,85.97,118.05,1.6772,96.0,5.25,96.35,20.34,2.87,17.79,63.48,57.3,5.17
2006-10-02,5169.3048,16254.29,85.59,117.72,1.7595,95.8,5.25,93.57,20.28,2.83,17.79,63.5,57.76,5.19
2006-10-03,5169.3048,16242.09,85.71,117.87,1.7595,95.8,5.25,93.65,20.49,2.83,17.72,64.79,57.56,5.3
2006-10-04,5169.3048,16082.55,85.84,118.04,1.7595,95.8,5.25,95.35,20.76,2.76,17.8,65.0,58.14,5.3
2006-10-05,5169.3048,16449.33,85.92,117.69,1.7595,95.8,5.25,96.42,20.85,2.75,18.18,65.6,58.06,5.18
2006-10-11,5169.3048,16400.57,87.12,119.58,1.7595,95.8,5.25,98.62,20.22,2.64,18.83,66.08,57.28,5.18
2006-10-12,5169.3048,16368.81,86.92,119.49,1.7595,95.8,5.25,98.21,20.56,2.66,19.51,66.58,57.45,5.26
2006-10-13,5169.3048,16536.54,87.12,119.87,1.7595,95.8,5.25,96.67,20.3,2.69,19.62,65.6,57.63,5.19
2006-10-16,5169.3048,16692.76,87.0,119.26,1.7595,95.8,5.25,96.02,20.42,2.74,19.67,66.02,58.02,5.22
2006-10-17,5169.3048,16611.59,86.87,118.69,1.7595,95.8,5.25,96.0,20.28,2.68,19.61,65.82,57.63,5.05
2006-10-18,5169.3048,16653.0,86.88,119.09,1.7595,95.8,5.25,96.16,20.45,2.68,19.77,66.18,57.95,5.16
2006-10-19,5169.3048,16551.36,86.24,118.31,1.7595,95.8,5.25,94.96,20.28,2.78,19.56,66.56,57.87,5.18
2006-10-20,5169.3048,16651.63,86.27,118.74,1.7595,95.8,5.25,94.16,20.36,2.77,19.21,66.56,57.35,5.2
2006-10-23,5169.3048,16788.82,86.71,119.32,1.7595,95.8,5.25,95.87,20.82,2.61,19.54,66.66,57.34,5.16
2006-10-24,5169.3048,16780.47,86.63,119.48,1.7595,95.8,5.25,95.06,20.83,2.65,19.49,67.1,57.84,5.12
2006-10-25,5169.3048,16699.3,86.38,119.03,1.7595,95.8,5.25,95.06,21.08,2.51,19.31,67.84,58.41,5.15
2006-10-26,5169.3048,16811.6,85.89,118.63,1.7595,95.8,5.25,98.27,21.57,2.69,19.87,69.8,58.35,5.19
2006-10-27,5169.3048,16669.07,85.56,117.59,1.7595,95.8,5.25,96.67,21.36,2.68,19.67,69.14,57.94,5.16
2006-10-30,5169.3048,16351.85,85.59,117.47,1.7595,95.8,5.25,100.23,21.85,2.77,19.84,69.64,58.02,5.06
2006-10-31,5169.3048,16399.39,85.32,117.08,1.7595,95.8,5.25,97.54,21.95,2.69,20.04,70.3,56.29,5.15
2006-11-01,7737.4212,16375.26,85.32,116.96,1.6998,95.3,5.25,96.38,21.29,2.69,19.88,69.86,56.1,5.14
2006-11-02,7737.4212,16350.02,85.34,117.11,1.6998,95.3,5.25,95.04,21.18,2.83,19.8,69.46,56.3,5.2
2006-11-06,7737.4212,16364.76,85.75,118.39,1.6998,95.3,5.25,93.29,21.23,2.92,20.14,71.74,56.35,5.25
2006-11-07,7737.4212,16393.41,85.43,117.45,1.6998,95.3,5.25,94.29,21.3,2.86,20.49,71.42,56.97,5.26
2006-11-08,7737.4212,16215.74,85.41,117.9,1.6998,95.3,5.25,93.41,21.21,3.14,20.42,71.86,56.9,5.24
2006-11-09,7737.4212,16198.57,85.18,118.28,1.6998,95.3,5.25,92.62,20.55,3.32,19.94,71.32,56.39,5.2
2006-11-10,7737.4212,16112.43,85.05,117.45,1.6998,95.3,5.25,91.67,20.61,3.12,19.83,71.4,58.0,5.42
2006-11-13,7737.4212,16022.49,85.36,118.12,1.6998,95.3,5.25,91.58,20.69,3.14,19.86,70.96,58.34,5.46
2006-11-14,7737.4212,16289.55,85.24,117.72,1.6998,95.3,5.25,91.58,20.8,3.3,20.02,71.2,59.34,5.58
2006-11-15,7737.4212,16243.47,85.34,118.1,1.6998,95.3,5.25,93.12,20.84,3.46,20.01,71.4,59.3,5.71
