date,JP_trade_balance,Nikkei225,DXY,USDJPY,JP_10Y_yield,JP_CPI,US_interest_rate,BLK,BEN,FSI,AB,BRK-B,HTHIY,NTDOY
2013-06-24,-1855.0,13062.78,82.43,97.73,0.8561,94.6,0.09,185.9,29.43,0.7,8.1,110.71,63.72,2.78
2013-06-25,-1855.0,12969.34,82.58,97.83,0.8561,94.6,0.09,191.16,30.15,0.72,8.47,112.07,64.65,2.73
2013-06-26,-1855.0,12834.01,82.98,97.74,0.8561,94.6,0.09,195.29,30.18,0.7,8.51,112.91,63.94,2.84
2013-06-27,-1855.0,13213.55,82.9,98.36,0.8561,94.6,0.09,199.85,30.51,0.7,8.67,113.0,64.42,2.79
2013-06-28,-1855.0,13677.32,83.14,99.15,0.8561,94.6,0.09,194.39,29.88,0.71,8.31,111.92,64.56,2.93
2013-07-01,-10350.0,13852.5,83.05,99.67,0.8311,94.8,0.09,193.83,30.43,0.72,8.19,113.04,64.6,2.95
2013-07-02,-10350.0,14098.74,83.54,100.63,0.8311,94.8,0.09,194.37,30.36,0.76,8.33,112.52,67.5,2.87
2013-07-03,-10350.0,14055.56,83.23,99.92,0.8311,94.8,0.09,193.19,30.3,0.72,8.04,112.63,66.86,2.9
2013-07-08,-10350.0,14109.34,84.19,100.97,0.8311,94.8,0.09,194.52,30.14,0.76,7.67,115.01,67.23,2.95
2013-07-09,-10350.0,14472.9,84.58,101.15,0.8311,94.8,0.09,199.33,30.63,0.74,7.67,115.8,66.84,3.0
2013-07-10,-10350.0,14416.6,84.04,99.66,0.8311,94.8,0.09,200.34,30.09,0.75,7.54,114.88,66.16,3.02
2013-07-11,-10350.0,14472.58,82.75,98.96,0.8311,94.8,0.09,204.26,30.73,0.81,8.01,116.98,65.89,3.06
2013-07-12,-10350.0,14506.25,82.99,99.22,0.8311,94.8,0.09,204.15,31.52,0.87,8.07,117.12,66.44,3.04
2013-07-16,-10350.0,14599.12,82.5,99.1,0.8311,94.8,0.09,203.09,31.83,0.93,8.14,117.2,66.9,3.16
2013-07-17,-10350.0,14615.04,82.71,99.58,0.8311,94.8,0.09,206.08,32.14,0.98,8.17,117.63,68.07,3.37
2013-07-18,-10350.0,14808.5,82.82,100.43,0.8311,94.8,0.09,211.09,32.1,0.99,8.5,118.56,68.45,3.27
2013-07-19,-10350.0,14589.91,82.61,100.64,0.8311,94.8,0.09,212.46,32.03,1.0,8.69,118.9,68.32,3.35
2013-07-22,-10350.0,14658.04,82.22,99.67,0.8311,94.8,0.09,216.45,32.68,1.15,9.02,118.94,68.05,3.49
2013-07-23,-10350.0,14778.51,81.95,99.43,0.8311,94.8,0.09,215.66,32.42,1.16,9.05,118.21,69.22,3.48
2013-07-24,-10350.0,14731.28,82.29,100.26,0.8311,94.8,0.09,214.9,32.13,1.16,8.95,116.46,67.89,3.47
2013-07-25,-10350.0,14562.93,81.97,99.29,0.8311,94.8,0.09,215.68,31.62,1.21,8.95,117.07,68.15,3.34
2013-07-26,-10350.0,14129.98,81.66,98.28,0.8311,94.8,0.09,216.74,32.06,1.15,8.87,117.34,65.64,3.3
2013-07-29,-10350.0,13661.13,81.66,97.95,0.8311,94.8,0.09,214.27,31.68,1.12,8.84,116.42,64.41,3.25
2013-07-30,-10350.0,13869.82,81.83,98.03,0.8311,94.8,0.09,213.76,32.11,1.1,8.88,115.79,67.3,3.29
2013-07-31,-10350.0,13668.32,81.45,97.89,0.8311,94.8,0.09,213.39,32.21,1.08,8.86,115.87,67.15,3.16
2013-08-01,-9926.0,14005.77,82.34,99.55,0.7585,95.1,0.08,215.9,32.95,1.09,9.12,117.28,68.58,3.31
2013-08-02,-9926.0,14466.16,81.91,98.95,0.7585,95.1,0.08,216.92,32.87,1.08,9.17,117.82,66.95,3.31
2013-08-05,-9926.0,14258.04,81.88,98.3,0.7585,95.1,0.08,216.24,33.0,1.1,9.23,118.23,66.78,3.29
2013-08-06,-9926.0,14401.06,81.6,97.74,0.7585,95.1,0.08,215.38,32.56,1.11,9.09,117.91,66.68,3.39
2013-08-07,-9926.0,13824.94,81.29,96.34,0.7585,95.1,0.08,212.59,32.55,1.09,9.16,116.8,66.1,3.35
2013-08-08,-9926.0,13605.56,80.98,96.71,0.7585,95.1,0.08,210.79,32.62,1.12,9.05,117.64,65.39,3.28
2013-08-09,-9926.0,13615.19,81.13,96.23,0.7585,95.1,0.08,212.34,32.49,1.09,8.92,116.71,65.57,3.25
2013-08-12,-9926.0,13519.43,81.33,96.91,0.7585,95.1,0.08,210.56,31.93,1.11,8.54,117.13,64.55,3.18
2013-08-13,-9926.0,13867.0,81.77,98.21,0.7585,95.1,0.08,211.77,32.35,1.11,8.39,117.28,65.05,3.19
2013-08-14,-9926.0,14050.16,81.71,98.13,0.7585,95.1,0.08,209.88,32.06,1.09,8.33,116.57,64.45,3.17
2013-08-15,-9926.0,13752.94,81.18,97.38,0.7585,95.1,0.08,204.41,31.17,1.12,8.15,114.8,63.3,3.15
2013-08-16,-9926.0,13650.11,81.26,97.53,0.7585,95.1,0.08,204.46,30.76,1.11,8.19,115.24,63.85,3.11
2013-08-19,-9926.0,13758.13,81.23,97.57,0.7585,95.1,0.08,201.87,30.51,0.98,8.05,114.3,63.63,3.13
2013-08-20,-9926.0,13396.38,80.91,97.27,0.7585,95.1,0.08,202.02,30.86,0.95,8.06,115.01,64.19,3.09
2013-08-22,-9926.0,13365.17,81.49,98.72,0.7585,95.1,0.08,202.87,31.46,1.0,7.9,114.75,61.83,3.09
2013-08-23,-9926.0,13660.55,81.36,98.72,0.7585,95.1,0.08,203.43,30.95,0.98,7.98,114.27,63.2,3.07
2013-08-26,-9926.0,13636.28,81.41,98.5,0.7585,95.1,0.08,203.98,30.91,0.98,8.01,113.85,62.36,3.08
2013-08-27,-9926.0,13542.37,81.17,97.03,0.7585,95.1,0.08,195.99,29.78,1.01,7.84,111.54,61.45,3.12
2013-08-28,-9926.0,13338.46,81.43,97.64,0.7585,95.1,0.08,196.35,29.82,1.01,7.88,112.2,61.7,3.08
2013-08-29,-9926.0,13459.71,81.95,98.35,0.7585,95.1,0.08,198.47,30.43,1.0,8.01,111.99,61.25,3.03
2013-08-30,-9926.0,13388.86,82.09,98.16,0.7585,95.1,0.08,198.3,30.42,1.01,7.86,111.22,60.11,2.82
2013-09-03,-9501.0,13978.44,82.36,99.57,0.7279,95.4,0.08,200.94,30.72,1.01,7.97,112.08,60.3,2.94
2013-09-04,-9501.0,14053.87,82.17,99.75,0.7279,95.4,0.08,202.7,30.93,0.98,8.1,112.08,60.9,3.06
2013-09-05,-9501.0,14064.82,82.63,100.11,0.7279,95.4,0.08,200.17,30.4,0.99,8.12,112.27,60.68,3.02
2013-09-06,-9501.0,13860.81,82.15,99.11,0.7279,95.4,0.08,198.99,31.04,0.99,8.14,111.86,59.68,2.9
2013-09-09,-9501.0,14205.23,81.79,99.58,0.7279,95.4,0.08,200.38,31.04,1.0,8.29,112.67,61.45,2.76
2013-09-10,-9501.0,14423.36,81.82,100.39,0.7279,95.4,0.08,203.02,31.47,1.0,8.21,113.59,62.85,2.7
2013-09-11,-9501.0,14425.07,81.52,99.89,0.7279,95.4,0.08,199.39,31.83,1.02,8.21,114.28,63.1,2.74
2013-09-12,-9501.0,14387.27,81.49,99.54,0.7279,95.4,0.08,199.78,31.76,1.01,8.11,113.38,62.96,2.71
2013-09-13,-9501.0,14404.67,81.45,99.37,0.7279,95.4,0.08,201.58,31.99,0.97,8.18,113.54,63.7,2.71
2013-09-17,-9501.0,14311.67,81.14,99.13,0.7279,95.4,0.08,207.95,33.3,1.0,8.43,115.39,65.25,2.75
2013-09-18,-9501.0,14505.36,80.24,97.93,0.7279,95.4,0.08,212.84,34.71,1.03,8.75,116.7,67.57,2.8
2013-09-24,-9501.0,14732.61,80.56,98.75,0.7279,95.4,0.08,207.58,33.41,1.03,8.08,115.05,66.8,2.91
2013-09-25,-9501.0,14620.53,80.33,98.44,0.7279,95.4,0.08,205.86,33.24,1.0,7.98,115.51,66.7,2.92
2013-09-26,-9501.0,14799.12,80.52,98.99,0.7279,95.4,0.08,207.72,33.65,1.0,8.12,115.79,68.1,2.88
2013-09-27,-9501.0,14760.07,80.52,98.24,0.7279,95.4,0.08,206.4,33.55,1.01,8.05,114.85,67.3,2.89
2013-09-30,-9501.0,14455.8,80.22,98.24,0.7279,95.4,0.08,206.15,33.37,1.0,8.07,113.51,66.35,2.82
2013-10-01,-11249.0,14484.72,80.14,98.01,0.6357,95.5,0.09,205.74,33.57,1.0,7.97,114.14,65.58,2.84
2013-10-02,-11249.0,14170.49,79.9,97.36,0.6357,95.5,0.09,206.6,33.62,0.99,7.96,114.41,64.87,2.76
2013-10-03,-11249.0,14157.25,79.75,97.26,0.6357,95.5,0.09,205.62,33.65,0.98,8.07,113.37,65.15,2.77
2013-10-04,-11249.0,14024.31,80.12,97.47,0.6357,95.5,0.09,207.21,34.11,1.0,8.1,113.75,65.4,2.81
2013-10-07,-11249.0,13853.32,79.94,96.71,0.6357,95.5,0.09,203.53,33.55,0.96,8.12,112.86,64.45,2.77
2013-10-08,-11249.0,13894.61,80.06,96.88,0.6357,95.5,0.09,200.15,32.69,0.98,7.93,111.37,64.1,2.77
2013-10-09,-11249.0,14037.84,80.38,97.35,0.6357,95.5,0.09,203.24,33.03,0.97,8.05,111.77,65.2,2.81
2013-10-11,-11249.0,14404.74,80.36,98.58,0.6357,95.5,0.09,213.66,33.85,0.98,8.29,115.81,64.16,2.9
2013-10-15,-11249.0,14441.54,80.48,98.17,0.6357,95.5,0.09,215.02,33.74,0.98,8.21,114.63,63.45,2.84
2013-10-16,-11249.0,14467.14,80.47,98.76,0.6357,95.5,0.09,221.27,34.47,0.98,8.43,116.69,63.6,2.89
2013-10-17,-11249.0,14586.51,79.65,97.91,0.6357,95.5,0.09,227.39,35.33,0.98,8.68,116.92,63.32,2.94
2013-10-18,-11249.0,14561.54,79.65,97.77,0.6357,95.5,0.09,229.79,35.55,0.99,8.7,116.97,63.6,2.92
2013-10-21,-11249.0,14693.57,79.69,98.18,0.6357,95.5,0.09,229.7,35.55,0.99,8.74,116.89,63.4,2.95
2013-10-22,-11249.0,14713.25,79.23,98.13,0.6357,95.5,0.09,233.26,35.76,0.92,8.75,117.49,63.5,2.93
2013-10-23,-11249.0,14426.05,79.26,97.38,0.6357,95.5,0.09,230.83,35.84,0.92,8.61,116.41,66.06,2.91
2013-10-24,-11249.0,14486.41,79.19,97.28,0.6357,95.5,0.09,233.82,35.97,0.89,8.6,116.84,67.76,2.95
2013-10-25,-11249.0,14088.19,79.19,97.4,0.6357,95.5,0.09,234.32,35.98,0.9,8.86,117.03,67.38,2.9
2013-10-28,-11249.0,14396.04,79.25,97.67,0.6357,95.5,0.09,234.96,35.92,0.9,9.06,116.94,68.3,2.92
2013-10-29,-11249.0,14325.98,79.61,98.19,0.6357,95.5,0.09,235.58,36.1,0.9,9.1,117.41,68.6,2.92
2013-10-30,-11249.0,14502.35,79.78,98.52,0.6357,95.5,0.09,233.23,35.81,0.9,9.05,116.34,68.6,2.81
2013-10-31,-11249.0,14327.94,80.19,98.36,0.6357,95.5,0.09,229.14,35.56,0.87,9.2,115.09,69.72,2.8
2013-11-01,-13039.0,14201.57,80.72,98.7,0.6136,95.5,0.08,231.31,35.64,0.89,9.3,115.27,69.5,2.81
2013-11-05,-13039.0,14225.37,80.71,98.5,0.6136,95.5,0.08,229.94,34.61,0.88,9.14,114.36,68.93,2.94
2013-11-06,-13039.0,14337.31,80.48,98.66,0.6136,95.5,0.08,232.34,35.05,0.88,9.19,114.91,69.12,3.04
2013-11-07,-13039.0,14228.44,80.85,98.08,0.6136,95.5,0.08,226.0,34.31,0.85,9.04,113.83,68.24,2.98
2013-11-08,-13039.0,14086.8,81.3,99.07,0.6136,95.5,0.08,229.74,34.51,0.84,9.02,115.88,69.64,3.09
2013-11-11,-13039.0,14269.84,81.09,99.16,0.6136,95.5,0.08,230.2,34.25,0.88,9.03,115.65,69.9,3.05
2013-11-12,-13039.0,14588.68,81.19,99.64,0.6136,95.5,0.08,226.4,34.8,0.9,8.95,114.21,70.7,3.07
2013-11-13,-13039.0,14567.16,80.93,99.24,0.6136,95.5,0.08,227.52,35.3,0.89,8.91,114.81,69.81,3.16
2013-11-14,-13039.0,14876.41,81.02,100.01,0.6136,95.5,0.08,230.51,35.83,0.9,8.92,115.69,70.75,3.14
2013-11-15,-13039.0,15165.92,80.85,100.18,0.6136,95.5,0.08,230.96,35.75,0.83,9.02,116.3,70.87,3.27
2013-11-18,-13039.0,15164.3,80.83,100.0,0.6136,95.5,0.08,231.53,35.53,0.84,9.0,115.9,70.3,3.24
2013-11-19,-13039.0,15126.56,80.7,100.13,0.6136,95.5,0.08,230.35,35.51,0.81,8.9,115.84,70.0,3.26
2013-11-20,-13039.0,15076.08,81.11,100.03,0.6136,95.5,0.08,227.79,35.38,0.81,8.93,114.9,70.09,3.26
2013-11-21,-13039.0,15365.6,81.07,101.16,0.6136,95.5,0.08,231.14,36.0,0.8,8.9,116.42,70.25,3.22
2013-11-22,-13039.0,15381.72,80.71,101.26,0.6136,95.5,0.08,231.39,36.74,0.82,9.04,116.96,72.38,3.36
2013-11-25,-13039.0,15619.13,80.92,101.67,0.6136,95.5,0.08,229.76,36.59,0.82,9.1,115.63,72.16,3.37
2013-11-26,-13039.0,15515.24,80.61,101.27,0.6136,95.5,0.08,231.15,36.4,0.79,9.17,116.58,71.71,3.29
2013-11-27,-13039.0,15449.63,80.72,102.16,0.6136,95.5,0.08,234.32,36.62,0.78,9.1,116.58,72.31,3.23
2013-11-29,-13039.0,15661.87,80.68,102.43,0.6136,95.5,0.08,231.89,36.57,0.78,9.19,116.53,73.75,3.22
2013-12-02,-12640.0,15655.07,80.93,102.94,0.6747,95.6,0.09,233.61,36.65,0.79,9.43,115.33,73.99,3.2
2013-12-03,-12640.0,15749.66,80.61,102.51,0.6747,95.6,0.09,228.56,36.23,0.75,9.27,114.79,73.02,3.08
2013-12-04,-12640.0,15407.94,80.62,102.35,0.6747,95.6,0.09,227.84,36.02,0.78,9.37,115.3,72.3,3.06
2013-12-05,-12640.0,15177.49,80.24,101.79,0.6747,95.6,0.09,226.37,35.71,0.74,9.28,114.96,72.28,3.06
2013-12-06,-12640.0,15299.86,80.32,102.9,0.6747,95.6,0.09,231.18,36.04,0.75,9.17,116.66,73.37,3.09
2013-12-09,-12640.0,15650.21,80.13,103.28,0.6747,95.6,0.09,231.86,36.77,0.75,9.25,117.14,74.23,3.08
2013-12-10,-12640.0,15611.31,79.97,102.84,0.6747,95.6,0.09,229.32,36.31,0.74,9.27,115.61,73.81,3.12
2013-12-11,-12640.0,15515.06,79.89,102.43,0.6747,95.6,0.09,223.9,35.51,0.72,9.0,114.51,72.49,3.06
2013-12-12,-12640.0,15341.82,80.21,103.37,0.6747,95.6,0.09,223.48,35.45,0.75,8.97,114.38,73.45,3.07
2013-12-13,-12640.0,15403.11,80.21,103.23,0.6747,95.6,0.09,228.1,35.67,0.74,8.89,114.06,73.15,3.03
2013-12-16,-12640.0,15152.91,80.07,103.01,0.6747,95.6,0.09,233.43,36.08,0.75,8.86,113.96,73.88,3.05
2013-12-17,-12640.0,15278.63,80.06,102.67,0.6747,95.6,0.09,231.8,35.94,0.79,8.78,113.63,73.37,3.05
2013-12-18,-12640.0,15587.8,80.11,104.28,0.6747,95.6,0.09,237.2,36.99,0.8,8.86,116.14,75.39,3.17
2013-12-19,-12640.0,15859.22,80.63,104.24,0.6747,95.6,0.09,236.21,36.76,0.75,8.88,116.36,73.96,3.26
2013-12-20,-12640.0,15870.42,80.58,104.09,0.6747,95.6,0.09,240.77,37.14,0.79,8.9,115.6,73.63,3.29
2013-12-24,-12640.0,15889.33,80.54,104.29,0.6747,95.6,0.09,242.19,37.45,0.86,8.85,117.43,73.53,3.32
2013-12-26,-12640.0,16174.44,80.48,104.81,0.6747,95.6,0.09,241.57,37.75,0.85,8.89,117.99,75.71,3.32
2013-12-27,-12640.0,16178.94,80.39,105.16,0.6747,95.6,0.09,242.33,37.86,0.83,8.98,118.0,75.8,3.35
2013-12-30,-12640.0,16291.31,80.0,105.14,0.6747,95.6,0.09,242.1,37.84,0.84,8.89,118.04,76.19,3.35
2014-01-06,-26893.0,15908.88,80.65,104.22,0.6685,95.5,0.07,240.56,37.91,0.81,9.02,116.28,78.04,3.4
2014-01-07,-26893.0,15814.37,80.83,104.6,0.6685,95.5,0.07,242.77,37.71,0.8,9.2,116.19,79.5,3.43
2014-01-08,-26893.0,16121.45,81.02,104.87,0.6685,95.5,0.07,242.7,37.55,0.75,9.07,115.34,80.92,3.73
2014-01-09,-26893.0,15880.33,81.01,104.83,0.6685,95.5,0.07,242.1,37.73,0.75,9.13,115.32,80.48,3.65
2014-01-10,-26893.0,15912.06,80.66,104.17,0.6685,95.5,0.07,241.22,38.24,0.74,9.21,114.97,81.18,3.79
2014-01-14,-26893.0,15422.4,80.66,104.21,0.6685,95.5,0.07,237.84,38.37,0.75,9.38,114.96,80.89,3.73
2014-01-15,-26893.0,15808.73,81.03,104.55,0.6685,95.5,0.07,239.55,38.47,0.72,9.46,115.85,83.29,3.64
2014-01-16,-26893.0,15747.2,80.91,104.34,0.6685,95.5,0.07,243.4,38.56,0.7,9.46,115.24,81.87,3.59
2014-01-17,-26893.0,15734.46,81.23,104.32,0.6685,95.5,0.07,242.59,38.71,0.75,9.44,115.07,82.86,2.98
2014-01-21,-26893.0,15795.96,81.1,104.3,0.6685,95.5,0.07,244.16,38.59,0.76,9.42,115.15,83.29,3.21
2014-01-22,-26893.0,15820.96,81.17,104.53,0.6685,95.5,0.07,248.08,38.42,0.83,9.51,115.26,82.7,3.34
2014-01-23,-26893.0,15695.89,80.44,103.28,0.6685,95.5,0.07,241.71,37.17,0.83,9.36,113.5,80.44,3.27
2014-01-24,-26893.0,15391.56,80.46,102.3,0.6685,95.5,0.07,232.16,35.46,0.83,9.16,111.81,77.71,3.23
2014-01-27,-26893.0,15005.73,80.52,102.55,0.6685,95.5,0.07,229.74,35.03,0.83,8.92,111.5,76.75,3.22
2014-02-05,-7891.0,14180.38,81.04,101.45,0.2686,95.5,0.07,221.56,33.46,0.8,8.98,108.78,76.11,2.83
2014-02-07,-7891.0,14462.41,80.69,102.36,0.2686,95.5,0.07,229.68,34.5,0.84,9.15,112.61,77.55,2.83
2014-02-10,-7891.0,14718.34,80.64,102.27,0.2686,95.5,0.07,230.57,34.97,0.84,9.24,112.61,78.04,2.99
2014-02-12,-7891.0,14800.06,80.68,102.53,0.2686,95.5,0.07,232.47,35.17,0.94,9.77,113.3,79.35,2.98
2014-02-13,-7891.0,14534.74,80.32,102.17,0.2686,95.5,0.07,233.26,35.15,0.91,9.7,114.7,77.62,2.9
2014-02-14,-7891.0,14313.03,80.14,101.8,0.2686,95.5,0.07,232.1,34.94,0.92,9.87,114.95,77.08,2.9
2014-02-18,-7891.0,14843.24,80.01,102.35,0.2686,95.5,0.07,234.35,35.51,0.95,10.27,114.73,79.48,3.01
2014-02-19,-7891.0,14766.53,80.14,102.31,0.2686,95.5,0.07,230.16,34.97,0.94,10.61,113.36,78.83,3.07
2014-02-20,-7891.0,14449.18,80.29,102.28,0.2686,95.5,0.07,230.18,34.76,1.06,10.27,113.1,77.94,3.01
2014-02-21,-7891.0,14865.67,80.24,102.49,0.2686,95.5,0.07,229.02,34.72,1.0,10.17,113.18,79.25,3.05
2014-02-24,-7891.0,14837.68,80.2,102.49,0.2686,95.5,0.07,231.77,35.41,1.01,10.37,113.2,80.73,3.07
2014-02-25,-7891.0,15051.6,80.14,102.24,0.2686,95.5,0.07,229.93,34.92,0.85,10.23,113.94,79.04,3.08
2014-02-26,-7891.0,14970.97,80.43,102.37,0.2686,95.5,0.07,227.97,34.51,0.82,10.22,113.7,78.47,3.15
2014-02-27,-7891.0,14923.11,80.28,102.13,0.2686,95.5,0.07,234.23,35.03,0.8,10.16,114.58,79.77,3.06
2014-03-03,-14179.0,14652.23,80.08,101.44,0.6214,95.7,0.08,230.05,34.78,0.77,10.09,116.06,77.04,3.04
2014-03-04,-14179.0,14721.48,80.17,102.21,0.6214,95.7,0.08,235.31,35.36,0.74,10.27,118.57,79.5,3.11
2014-03-05,-14179.0,14897.63,80.11,102.31,0.6214,95.7,0.08,236.69,35.34,0.76,10.24,118.98,79.33,3.06
2014-03-06,-14179.0,15134.75,79.66,103.07,0.6214,95.7,0.08,239.8,35.46,0.74,10.15,121.2,80.9,3.06
2014-03-07,-14179.0,15274.07,79.72,103.27,0.6214,95.7,0.08,239.55,35.6,0.73,10.11,122.67,80.15,3.05
2014-03-10,-14179.0,15225.3,79.77,103.28,0.6214,95.7,0.08,237.76,35.2,0.72,10.14,124.1,80.16,2.97
2014-03-11,-14179.0,15224.11,79.74,103.01,0.6214,95.7,0.08,238.01,34.91,0.72,9.97,124.69,78.55,2.97
2014-03-12,-14179.0,14830.39,79.61,102.76,0.6214,95.7,0.08,238.08,34.95,0.67,10.24,125.17,78.68,2.96
2014-03-13,-14179.0,14815.98,79.62,101.83,0.6214,95.7,0.08,230.66,34.18,0.64,10.3,123.61,76.34,2.97
2014-03-14,-14179.0,14327.66,79.45,101.36,0.6214,95.7,0.08,227.93,33.82,0.58,10.17,122.51,75.73,2.93
2014-03-17,-14179.0,14277.67,79.39,101.76,0.6214,95.7,0.08,230.24,34.34,0.6,10.52,123.36,75.45,2.94
2014-03-18,-14179.0,14411.27,79.41,101.44,0.6214,95.7,0.08,232.07,34.6,0.63,10.81,123.28,74.92,2.89
2014-03-19,-14179.0,14462.52,80.0,102.33,0.6214,95.7,0.08,230.0,34.07,0.67,10.72,122.62,72.79,2.88
2014-03-20,-14179.0,14224.23,80.19,102.39,0.6214,95.7,0.08,232.0,34.44,0.67,10.82,124.44,72.0,2.85
2014-03-24,-14179.0,14475.3,79.93,102.25,0.6214,95.7,0.08,233.22,34.44,0.71,10.74,124.32,70.6,2.97
2014-03-25,-14179.0,14423.19,79.94,102.26,0.6214,95.7,0.08,237.09,34.97,0.71,10.77,124.47,71.56,2.87
2014-03-26,-14179.0,14477.16,80.03,102.05,0.6214,95.7,0.08,238.36,35.52,0.66,10.81,123.01,73.46,2.9
2014-03-27,-14179.0,14622.89,80.11,102.18,0.6214,95.7,0.08,236.24,35.18,0.67,10.66,123.47,72.83,2.87
2014-03-28,-14179.0,14696.03,80.18,102.83,0.6214,95.7,0.08,239.63,35.59,0.67,10.71,123.53,74.06,2.93
2014-03-31,-14179.0,14827.83,80.1,103.23,0.6214,95.7,0.08,242.4,35.93,0.71,10.59,124.97,74.3,2.98
2014-04-01,-8049.0,14791.99,80.09,103.66,0.6177,97.7,0.09,244.25,36.09,0.67,10.76,124.88,75.6,2.94
2014-04-02,-8049.0,14946.32,80.22,103.87,0.6177,97.7,0.09,245.53,36.47,0.67,10.81,124.47,75.58,2.92
2014-04-03,-8049.0,15071.88,80.48,103.94,0.6177,97.7,0.09,242.52,36.2,0.65,10.7,124.31,75.23,2.88
2014-04-07,-8049.0,14808.85,80.23,103.09,0.6177,97.7,0.09,234.23,34.54,0.65,10.61,123.12,72.8,2.86
2014-04-08,-8049.0,14606.88,79.75,101.82,0.6177,97.7,0.09,233.08,35.08,0.65,10.65,123.13,71.75,2.81
2014-04-09,-8049.0,14299.69,79.48,102.0,0.6177,97.7,0.09,237.65,35.38,0.67,10.8,124.01,72.24,2.8
2014-04-10,-8049.0,14300.12,79.38,101.53,0.6177,97.7,0.09,228.11,34.49,0.67,10.66,122.27,70.8,2.76
2014-04-11,-8049.0,13960.05,79.45,101.63,0.6177,97.7,0.09,226.39,34.35,0.69,10.61,121.7,69.96,2.7
2014-04-14,-8049.0,13910.16,79.73,101.85,0.6177,97.7,0.09,230.05,34.5,0.61,10.71,122.29,71.68,2.7
2014-04-15,-8049.0,13996.81,79.8,101.91,0.6177,97.7,0.09,231.78,34.42,0.57,10.69,123.77,71.67,2.66
2014-04-16,-8049.0,14417.68,79.8,102.24,0.6177,97.7,0.09,239.06,34.93,0.59,10.84,126.0,73.71,2.68
2014-04-17,-8049.0,14417.53,79.83,102.39,0.6177,97.7,0.09,237.69,35.61,0.62,10.77,127.18,74.09,2.73
2014-04-21,-8049.0,14512.38,79.94,102.6,0.6177,97.7,0.09,235.77,35.35,0.63,10.87,126.5,73.98,2.73
2014-04-22,-8049.0,14388.77,79.91,102.62,0.6177,97.7,0.09,237.61,35.84,0.62,11.17,127.15,73.23,2.7
2014-04-23,-8049.0,14546.27,79.86,102.54,0.6177,97.7,0.09,237.09,35.81,0.62,11.2,127.2,72.65,2.7
2014-04-24,-8049.0,14404.99,79.8,102.31,0.6177,97.7,0.09,234.02,35.71,0.61,11.19,126.95,71.63,2.67
2014-04-25,-8049.0,14429.26,79.75,102.2,0.6177,97.7,0.09,231.58,34.99,0.61,10.85,127.26,72.29,2.6
2014-04-28,-8049.0,14288.23,79.68,102.49,0.6177,97.7,0.09,230.08,34.13,0.61,10.67,127.7,72.33,2.61
2014-04-30,-8049.0,14304.11,79.47,102.24,0.6177,97.7,0.09,232.01,34.71,0.61,10.78,128.85,71.19,2.62
2014-05-02,-9011.0,14457.51,79.52,102.21,0.5982,98.1,0.09,230.46,35.11,0.6,10.53,128.09,73.0,2.68
2014-05-07,-9011.0,14033.45,79.2,101.91,0.5982,98.1,0.09,230.46,35.22,0.57,10.35,127.45,71.43,2.64
2014-05-08,-9011.0,14163.78,79.36,101.66,0.5982,98.1,0.09,231.53,35.68,0.56,10.13,126.67,71.3,2.59
2014-05-09,-9011.0,14199.59,79.9,101.83,0.5982,98.1,0.09,233.04,36.34,0.53,10.03,127.34,72.31,2.63
2014-05-12,-9011.0,14149.52,79.9,102.12,0.5982,98.1,0.09,234.76,36.77,0.56,10.21,127.29,70.37,2.64
2014-05-13,-9011.0,14425.44,80.14,102.26,0.5982,98.1,0.09,233.52,36.89,0.56,10.37,127.89,69.56,2.69
2014-05-14,-9011.0,14405.76,80.07,101.9,0.5982,98.1,0.09,232.62,37.05,0.56,10.3,127.53,69.27,2.69
2014-05-15,-9011.0,14298.21,80.0,101.59,0.5982,98.1,0.09,228.94,36.01,0.56,9.9,126.36,68.25,2.7
2014-05-16,-9011.0,14096.59,80.04,101.51,0.5982,98.1,0.09,229.33,36.03,0.61,10.28,126.86,68.66,2.69
2014-05-19,-9011.0,14006.44,79.99,101.5,0.5982,98.1,0.09,230.46,36.44,0.63,10.27,127.13,66.23,2.72
2014-05-20,-9011.0,14075.25,80.04,101.33,0.5982,98.1,0.09,228.48,35.81,0.62,10.11,126.06,65.55,2.77
2014-05-21,-9011.0,14042.17,80.1,101.37,0.5982,98.1,0.09,231.16,36.34,0.62,10.28,126.66,66.8,2.78
2014-05-22,-9011.0,14337.79,80.25,101.73,0.5982,98.1,0.09,231.67,36.34,0.62,10.22,126.98,67.91,2.82
2014-05-23,-9011.0,14462.17,80.39,101.97,0.5982,98.1,0.09,231.77,36.47,0.62,10.17,126.8,67.96,2.84
2014-05-27,-9011.0,14636.52,80.35,101.97,0.5982,98.1,0.09,234.8,36.62,0.62,10.28,127.52,67.77,2.87
2014-05-28,-9011.0,14670.95,80.57,101.84,0.5982,98.1,0.09,232.37,36.64,0.59,10.18,127.46,67.12,2.85
2014-05-29,-9011.0,14681.72,80.49,101.79,0.5982,98.1,0.09,234.95,36.7,0.62,10.23,128.11,66.88,2.91
2014-05-30,-9011.0,14632.38,80.37,101.78,0.5982,98.1,0.09,235.01,36.61,0.59,10.45,128.34,67.72,2.91
2014-06-03,-8173.0,15034.25,80.55,102.51,0.5934,98.0,0.1,237.87,36.62,0.59,10.75,126.93,71.5,2.91
